Timestamp (ms),Latitude (deg),Longitude (deg),Altitude (m),Yaw (deg),Pitch (deg),Roll (deg)
13000,51.659651192803,39.2807076283663,10,0,0,0
13100,51.6596137096756,39.2807867414512,10,0,0,0
13200,51.6595762265479,39.2808658544708,10,0,0,0
13300,51.65953874342,39.2809449674252,10,0,0,0
13400,51.6595012602919,39.2810240803142,10,0,0,0
13500,51.6594637771635,39.281103193138,10,0,0,0
13600,51.6594262940349,39.2811823058966,10,0,0,0
13700,51.6593888109061,39.2812614185898,10,0,0,0
13800,51.659351327777,39.2813405312179,10,0,0,0
13900,51.6593138446476,39.2814196437806,10,0,0,0
14000,51.659276361518,39.281498756278,10,0,0,0
14100,51.6592388783882,39.2815778687102,10,0,0,0
14200,51.6592013952582,39.2816569810771,10,0,0,0
14300,51.6591639121279,39.2817360933788,10,0,0,0
14400,51.6591264289973,39.2818152056152,10,0,0,0
14500,51.6590889458666,39.2818943177863,10,0,0,0
14600,51.6590514627355,39.2819734298921,10,0,0,0
14700,51.6590139796043,39.2820525419327,10,0,0,0
14800,51.6589764964728,39.282131653908,10,0,0,0
14900,51.6589390133411,39.2822107658181,10,0,0,0
15000,51.6589015302091,39.2822898776629,10,0,0,0
15100,51.6588640470769,39.2823689894424,10,0,0,0
15200,51.6588265639444,39.2824481011566,10,0,0,0
15300,51.6587890808117,39.2825272128056,10,0,0,0
15400,51.6587515976787,39.2826063243893,10,0,0,0
15500,51.6587141145456,39.2826854359077,10,0,0,0
15600,51.6586766314121,39.2827645473609,10,0,0,0
15700,51.6586391482785,39.2828436587488,10,0,0,0
15800,51.6586016651446,39.2829227700714,10,0,0,0
15900,51.6585641820104,39.2830018813288,10,0,0,0
16000,51.6585266988761,39.2830809925209,10,0,0,0
16100,51.6584892157414,39.2831601036477,10,0,0,0
16200,51.6584517326065,39.2832392147093,10,0,0,0
16300,51.6584142494714,39.2833183257056,10,0,0,0
16400,51.6583767663361,39.2833974366366,10,0,0,0
16500,51.6583392832005,39.2834765475024,10,0,0,0
16600,51.6583018000647,39.2835556583029,10,0,0,0
16700,51.6582643169286,39.2836347690382,10,0,0,0
16800,51.6582268337923,39.2837138797082,10,0,0,0
16900,51.6581893506557,39.2837929903129,10,0,0,0
17000,51.6581518675189,39.2838721008523,10,0,0,0
17100,51.6581143843819,39.2839512113265,10,0,0,0
17200,51.6580769012446,39.2840303217354,10,0,0,0
17300,51.6580394181071,39.2841094320791,10,0,0,0
17400,51.6580019349694,39.2841885423575,10,0,0,0
17500,51.6579644518314,39.2842676525706,10,0,0,0
17600,51.6579269686932,39.2843467627184,10,0,0,0
17700,51.6578894855547,39.284425872801,10,0,0,0
17800,51.657852002416,39.2845049828184,10,0,0,0
17900,51.657814519277,39.2845840927704,10,0,0,0
18000,51.6577770361378,39.2846632026572,10,0,0,0
18100,51.6577395529984,39.2847423124788,10,0,0,0
18200,51.6577020698587,39.2848214222351,10,0,0,0
18300,51.6576645867187,39.2849005319261,10,0,0,0
18400,51.6576271035786,39.2849796415518,10,0,0,0
18500,51.6575896204382,39.2850587511123,10,0,0,0
18600,51.6575521372975,39.2851378606075,10,0,0,0
18700,51.6575146541567,39.2852169700375,10,0,0,0
18800,51.6574776775445,39.2852950103572,10,0,0,0
18900,51.65744171399,39.285370912525,10,0,0,0
19000,51.6574067634931,39.285444676546,10,0,0,0
19100,51.6573728260539,39.2855163024251,10,0,0,0
19200,51.6573399016724,39.2855857901672,10,0,0,0
19300,51.6573079903486,39.2856531397768,10,0,0,0
19400,51.6572770920825,39.2857183512585,10,0,0,0
19500,51.6572472068742,39.2857814246167,10,0,0,0
19600,51.6572183347237,39.2858423598555,10,0,0,0
19700,51.6571904756309,39.2859011569791,10,0,0,0
19800,51.6571636295959,39.2859578159913,10,0,0,0
19900,51.6571377966188,39.286012336896,10,0,0,0
20000,51.6571129766994,39.2860647196968,10,0,0,0
20100,51.6570891698379,39.2861149643972,10,0,0,0
20200,51.6570663760342,39.2861630710006,10,0,0,0
20300,51.6570445952884,39.2862090395102,10,0,0,0
20400,51.6570238276005,39.286252869929,10,0,0,0
20500,51.6570040729704,39.2862945622601,10,0,0,0
20600,51.6569853313983,39.2863341165061,10,0,0,0
20700,51.656967602884,39.2863715326697,10,0,0,0
20800,51.6569508874276,39.2864068107535,10,0,0,0
20900,51.6569351850292,39.2864399507598,10,0,0,0
21000,51.6569204956887,39.2864709526908,10,0,0,0
21100,51.6569068194061,39.2864998165486,10,0,0,0
21200,51.6568941561814,39.2865265423351,10,0,0,0
21300,51.6568825060147,39.2865511300521,10,0,0,0
21400,51.656871868906,39.2865735797012,10,0,0,0
21500,51.6568622448552,39.286593891284,10,0,0,0
21600,51.6568536338624,39.2866120648018,10,0,0,0
21700,51.6568460359275,39.2866281002558,10,0,0,0
21800,51.6568394510507,39.2866419976471,10,0,0,0
21900,51.6568338792318,39.2866537569767,10,0,0,0
22000,51.6568293204708,39.2866633782452,10,0,0,0
22100,51.6568257747679,39.2866708614534,10,0,0,0
22200,51.6568232421229,39.2866762066018,10,0,0,0
22300,51.6568217225359,39.2866794136907,10,0,0,0
22400,51.656821216007,39.2866804827203,10,0,0,0
22500,51.656821216007,39.2866804827203,10,0,0,0
22600,51.656821216007,39.2866804827203,10,0,0,0
22700,51.656821216007,39.2866804827203,10,0,0,0
22800,51.656821216007,39.2866804827203,10,0,0,0
22900,51.656821216007,39.2866804827203,10,0,0,0
23000,51.656821216007,39.2866804827203,10,0,0,0
23100,51.656821216007,39.2866804827203,10,0,0,0
23200,51.656821216007,39.2866804827203,10,0,0,0
23300,51.656821216007,39.2866804827203,10,0,0,0
23400,51.656821216007,39.2866804827203,10,0,0,0
23500,51.656821216007,39.2866804827203,10,0,0,0
23600,51.656821216007,39.2866804827203,10,0,0,0
23700,51.656821216007,39.2866804827203,10,0,0,0
23800,51.656821216007,39.2866804827203,10,0,0,0
23900,51.656821216007,39.2866804827203,10,0,0,0
24000,51.656821216007,39.2866804827203,10,0,0,0
24100,51.656821216007,39.2866804827203,10,0,0,0
24200,51.656821216007,39.2866804827203,10,0,0,0
24300,51.656821216007,39.2866804827203,10,0,0,0
24400,51.656821216007,39.2866804827203,10,0,0,0
24500,51.656821216007,39.2866804827203,10,0,0,0
24600,51.656821216007,39.2866804827203,10,0,0,0
24700,51.656821216007,39.2866804827203,10,0,0,0
24800,51.656821216007,39.2866804827203,10,0,0,0
24900,51.656821216007,39.2866804827203,10,0,0,0
25000,51.656821216007,39.2866804827203,10,0,0,0
25100,51.656821216007,39.2866804827203,10,0,0,0
25200,51.656821216007,39.2866804827203,10,0,0,0
25300,51.656821216007,39.2866804827203,10,0,0,0
25400,51.656821216007,39.2866804827203,10,0,0,0
25500,51.656821216007,39.2866804827203,10,0,0,0
25600,51.656821216007,39.2866804827203,10,0,0,0
25700,51.656821216007,39.2866804827203,10,0,0,0
25800,51.656821216007,39.2866804827203,10,0,0,0
25900,51.656821216007,39.2866804827203,10,0,0,0
26000,51.656821216007,39.2866804827203,10,0,0,0
26100,51.656821216007,39.2866804827203,10,0,0,0
26200,51.656821216007,39.2866804827203,10,0,0,0
26300,51.656821216007,39.2866804827203,10,0,0,0
26400,51.656821216007,39.2866804827203,10,0,0,0
26500,51.656821216007,39.2866804827203,10,0,0,0
26600,51.656821216007,39.2866804827203,10,0,0,0
26700,51.656821216007,39.2866804827203,10,0,0,0
26800,51.656821216007,39.2866804827203,10,0,0,0
26900,51.656821216007,39.2866804827203,10,0,0,0
27000,51.656821216007,39.2866804827203,10,0,0,0
27100,51.656821216007,39.2866804827203,10,0,0,0
27200,51.656821216007,39.2866804827203,10,0,0,0
27300,51.656821216007,39.2866804827203,10,0,0,0
27400,51.656821216007,39.2866804827203,10,0,0,0
27500,51.656821216007,39.2866804827203,10,0,0,0
27600,51.656821216007,39.2866804827203,10,0,0,0
27700,51.656821216007,39.2866804827203,10,0,0,0
27800,51.656821216007,39.2866804827203,10,0,0,0
27900,51.656821216007,39.2866804827203,10,0,0,0
28000,51.656821216007,39.2866804827203,10,0,0,0
28100,51.656821216007,39.2866804827203,10,0,0,0
28200,51.656821216007,39.2866804827203,10,0,0,0
28300,51.656821216007,39.2866804827203,10,0,0,0
28400,51.656821216007,39.2866804827203,10,0,0,0
28500,51.656821216007,39.2866804827203,10,0,0,0
28600,51.656821216007,39.2866804827203,10,0,0,0
28700,51.656821216007,39.2866804827203,10,0,0,0
28800,51.656821216007,39.2866804827203,10,0,0,0
28900,51.656821216007,39.2866804827203,10,0,0,0
29000,51.656821216007,39.2866804827203,10,0,0,0
29100,51.656821216007,39.2866804827203,10,0,0,0
29200,51.656821216007,39.2866804827203,10,0,0,0
29300,51.656821216007,39.2866804827203,10,0,0,0
29400,51.656821216007,39.2866804827203,10,0,0,0
29500,51.656821216007,39.2866804827203,10,0,0,0
29600,51.656821216007,39.2866804827203,10,0,0,0
29700,51.656821216007,39.2866804827203,10,0,0,0
29800,51.656821216007,39.2866804827203,10,0,0,0
29900,51.656821216007,39.2866804827203,10,0,0,0
30000,51.656821216007,39.2866804827203,10,0,0,0
30100,51.656821216007,39.2866804827203,10,0,0,0
30200,51.656821216007,39.2866804827203,10,0,0,0
30300,51.656821216007,39.2866804827203,10,0,0,0
30400,51.656821216007,39.2866804827203,10,0,0,0
30500,51.656821216007,39.2866804827203,10,0,0,0
30600,51.656821216007,39.2866804827203,10,0,0,0
30700,51.656821216007,39.2866804827203,10,0,0,0
30800,51.656821216007,39.2866804827203,10,0,0,0
30900,51.656821216007,39.2866804827203,10,0,0,0
31000,51.656821216007,39.2866804827203,10,0,0,0
31100,51.656821216007,39.2866804827203,10,0,0,0
31200,51.656821216007,39.2866804827203,10,0,0,0
31300,51.656821216007,39.2866804827203,10,0,0,0
31400,51.656821216007,39.2866804827203,10,0,0,0
31500,51.656821216007,39.2866804827203,10,0,0,0
31600,51.656821216007,39.2866804827203,10,0,0,0
31700,51.656821216007,39.2866804827203,10,0,0,0
31800,51.656821216007,39.2866804827203,10,0,0,0
31900,51.656821216007,39.2866804827203,10,0,0,0
32000,51.656821216007,39.2866804827203,10,0,0,0
32100,51.656821216007,39.2866804827203,10,0,0,0
32200,51.656821216007,39.2866804827203,10,0,0,0
32300,51.656821216007,39.2866804827203,10,0,0,0
32400,51.656821216007,39.2866804827203,10,0,0,0
32500,51.656821216007,39.2866804827203,10,0,0,0
32600,51.656821216007,39.2866804827203,10,0,0,0
32700,51.656821216007,39.2866804827203,10,0,0,0
32800,51.656821216007,39.2866804827203,10,0,0,0
32900,51.656821216007,39.2866804827203,10,0,0,0
33000,51.656821216007,39.2866804827203,10,0,0,0
33100,51.656821216007,39.2866804827203,10,0,0,0
33200,51.656821216007,39.2866804827203,10,0,0,0
33300,51.656821216007,39.2866804827203,10,0,0,0
33400,51.656821216007,39.2866804827203,10,0,0,0
33500,51.656821216007,39.2866804827203,10,0,0,0
33600,51.656821216007,39.2866804827203,10,0,0,0
33700,51.656821216007,39.2866804827203,10,0,0,0
33800,51.656821216007,39.2866804827203,10,0,0,0
33900,51.656821216007,39.2866804827203,10,0,0,0
34000,51.656821216007,39.2866804827203,10,0,0,0
34100,51.656821216007,39.2866804827203,10,0,0,0
34200,51.656821216007,39.2866804827203,10,0,0,0
34300,51.656821216007,39.2866804827203,10,0,0,0
34400,51.656821216007,39.2866804827203,10,0,0,0
34500,51.656821216007,39.2866804827203,10,0,0,0
34600,51.656821216007,39.2866804827203,10,0,0,0
34700,51.656821216007,39.2866804827203,10,0,0,0
34800,51.656821216007,39.2866804827203,10,0,0,0
34900,51.656821216007,39.2866804827203,10,0,0,0
35000,51.656821216007,39.2866804827203,10,0,0,0
35100,51.656821216007,39.2866804827203,10,0,0,0
35200,51.656821216007,39.2866804827203,10,0,0,0
35300,51.656821216007,39.2866804827203,10,0,0,0
35400,51.656821216007,39.2866804827203,10,0,0,0
35500,51.656821216007,39.2866804827203,10,0,0,0
35600,51.656821216007,39.2866804827203,10,0,0,0
35700,51.656821216007,39.2866804827203,10,0,0,0
35800,51.656821216007,39.2866804827203,10,0,0,0
35900,51.656821216007,39.2866804827203,10,0,0,0
36000,51.656821216007,39.2866804827203,10,0,0,0
36100,51.656821216007,39.2866804827203,10,0,0,0
36200,51.656821216007,39.2866804827203,10,0,0,0
36300,51.656821216007,39.2866804827203,10,0,0,0
36400,51.656821216007,39.2866804827203,10,0,0,0
36500,51.656821216007,39.2866804827203,10,0,0,0
36600,51.656821216007,39.2866804827203,10,0,0,0
36700,51.656821216007,39.2866804827203,10,0,0,0
36800,51.656821216007,39.2866804827203,10,0,0,0
36900,51.656821216007,39.2866804827203,10,0,0,0
37000,51.656821216007,39.2866804827203,10,0,0,0
37100,51.656821216007,39.2866804827203,10,0,0,0
37200,51.656821216007,39.2866804827203,10,0,0,0
37300,51.656821216007,39.2866804827203,10,0,0,0
37400,51.656821216007,39.2866804827203,10,0,0,0
37500,51.656820709478,39.2866815517498,10,0,0,0
37600,51.656819189891,39.2866847588385,10,0,0,0
37700,51.656816657246,39.2866901039861,10,0,0,0
37800,51.6568131115431,39.2866975871922,10,0,0,0
37900,51.6568085527821,39.2867072084564,10,0,0,0
38000,51.6568029809632,39.2867189677779,10,0,0,0
38100,51.6567963960862,39.2867328651561,10,0,0,0
38200,51.6567887981514,39.2867489005899,10,0,0,0
38300,51.6567801871584,39.2867670740783,10,0,0,0
38400,51.6567705631075,39.2867873856201,10,0,0,0
38500,51.6567599259985,39.286809835214,10,0,0,0
38600,51.6567482758316,39.2868344228583,10,0,0,0
38700,51.6567356126066,39.2868611485516,10,0,0,0
38800,51.6567219363235,39.2868900122919,10,0,0,0
38900,51.6567072469825,39.2869210140774,10,0,0,0
39000,51.6566915445834,39.286954153906,10,0,0,0
39100,51.6566748291263,39.2869894317754,10,0,0,0
39200,51.656657100611,39.2870268476834,10,0,0,0
39300,51.6566383590378,39.2870664016274,10,0,0,0
39400,51.6566186044064,39.2871080936047,10,0,0,0
39500,51.6565978367169,39.2871519236126,10,0,0,0
39600,51.6565760559694,39.2871978916482,10,0,0,0
39700,51.6565532621637,39.2872459977083,10,0,0,0
39800,51.6565294552999,39.2872962417898,10,0,0,0
39900,51.656504635378,39.2873486238893,10,0,0,0
40000,51.6564788023979,39.2874031440032,10,0,0,0
40100,51.6564519563597,39.287459802128,10,0,0,0
40200,51.6564240972632,39.2875185982599,10,0,0,0
40300,51.6563952251086,39.2875795323949,10,0,0,0
40400,51.6563653398958,39.2876426045289,10,0,0,0
40500,51.6563344416247,39.2877078146577,10,0,0,0
40600,51.6563025302955,39.287775162777,10,0,0,0
40700,51.656269605908,39.2878446488823,10,0,0,0
40800,51.6562356684621,39.2879162729689,10,0,0,0
40900,51.656200717958,39.287990035032,10,0,0,0
41000,51.6561647543956,39.2880659350666,10,0,0,0
41100,51.6561277777749,39.2881439730678,10,0,0,0
41200,51.6560902946248,39.2882230800179,10,0,0,0
41300,51.6560528114746,39.2883021869027,10,0,0,0
41400,51.6560153283241,39.2883812937223,10,0,0,0
41500,51.6559778451733,39.2884604004766,10,0,0,0
41600,51.6559403620223,39.2885395071657,10,0,0,0
41700,51.6559028788711,39.2886186137895,10,0,0,0
41800,51.6558653957196,39.2886977203481,10,0,0,0
41900,51.6558279125679,39.2887768268413,10,0,0,0
42000,51.655790429416,39.2888559332694,10,0,0,0
42100,51.6557529462638,39.2889350396322,10,0,0,0
42200,51.6557154631114,39.2890141459297,10,0,0,0
42300,51.6556779799587,39.289093252162,10,0,0,0
42400,51.6556404968058,39.289172358329,10,0,0,0
42500,51.6556030136526,39.2892514644307,10,0,0,0
42600,51.6555655304992,39.2893305704672,10,0,0,0
42700,51.6555280473456,39.2894096764385,10,0,0,0
42800,51.6554905641917,39.2894887823445,10,0,0,0
42900,51.6554530810376,39.2895678881852,10,0,0,0
43000,51.6554155978832,39.2896469939607,10,0,0,0
43100,51.6553781147286,39.2897260996709,10,0,0,0
43200,51.6553406315738,39.2898052053159,10,0,0,0
43300,51.6553031484187,39.2898843108956,10,0,0,0
43400,51.6552656652634,39.2899634164101,10,0,0,0
43500,51.6552281821078,39.2900425218593,10,0,0,0
43600,51.655190698952,39.2901216272432,10,0,0,0
43700,51.655153215796,39.2902007325619,10,0,0,0
43800,51.6551157326397,39.2902798378154,10,0,0,0
43900,51.6550782494832,39.2903589430036,10,0,0,0
44000,51.6550407663265,39.2904380481265,10,0,0,0
44100,51.6550032831694,39.2905171531842,10,0,0,0
44200,51.6549658000122,39.2905962581767,10,0,0,0
44300,51.6549283168547,39.2906753631039,10,0,0,0
44400,51.654890833697,39.2907544679658,10,0,0,0
44500,51.654853350539,39.2908335727625,10,0,0,0
44600,51.6548158673808,39.2909126774939,10,0,0,0
44700,51.6547783842224,39.2909917821601,10,0,0,0
44800,51.6547409010637,39.291070886761,10,0,0,0
44900,51.6547034179047,39.2911499912967,10,0,0,0
45000,51.6546659347456,39.2912290957671,10,0,0,0
45100,51.6546284515862,39.2913082001722,10,0,0,0
45200,51.6545909684265,39.2913873045122,10,0,0,0
45300,51.6545534852666,39.2914664087868,10,0,0,0
45400,51.6545160021065,39.2915455129962,10,0,0,0
45500,51.6544785189461,39.2916246171404,10,0,0,0
45600,51.6544410357855,39.2917037212193,10,0,0,0
45700,51.6544035526247,39.291782825233,10,0,0,0
45800,51.6543660694635,39.2918619291814,10,0,0,0
45900,51.6543285863022,39.2919410330645,10,0,0,0
46000,51.6542911031406,39.2920201368824,10,0,0,0
46100,51.6542536199788,39.2920992406351,10,0,0,0
46200,51.6542161368168,39.2921783443225,10,0,0,0
46300,51.6541786536545,39.2922574479447,10,0,0,0
46400,51.6541411704919,39.2923365515016,10,0,0,0
46500,51.6541036873292,39.2924156549932,10,0,0,0
46600,51.6540662041662,39.2924947584196,10,0,0,0
46700,51.6540287210029,39.2925738617808,10,0,0,0
46800,51.6539912378394,39.2926529650767,10,0,0,0
46900,51.6539537546756,39.2927320683074,10,0,0,0
47000,51.6539162715117,39.2928111714728,10,0,0,0
47100,51.6538787883475,39.2928902745729,10,0,0,0
47200,51.653841305183,39.2929693776079,10,0,0,0
47300,51.6538038220183,39.2930484805775,10,0,0,0
47400,51.6537663388533,39.2931275834819,10,0,0,0
47500,51.6537288556882,39.2932066863211,10,0,0,0
47600,51.6536913725227,39.293285789095,10,0,0,0
47700,51.6536538893571,39.2933648918037,10,0,0,0
47800,51.6536164061912,39.2934439944471,10,0,0,0
47900,51.653578923025,39.2935230970253,10,0,0,0
48000,51.6535414398586,39.2936021995382,10,0,0,0
48100,51.653503956692,39.2936813019859,10,0,0,0
48200,51.6534664735251,39.2937604043683,10,0,0,0
48300,51.653428990358,39.2938395066855,10,0,0,0
48400,51.6533915071906,39.2939186089375,10,0,0,0
48500,51.6533540240231,39.2939977111242,10,0,0,0
48600,51.6533165408552,39.2940768132456,10,0,0,0
48700,51.6532790576872,39.2941559153018,10,0,0,0
48800,51.6532415745189,39.2942350172928,10,0,0,0
48900,51.6532040913503,39.2943141192185,10,0,0,0
49000,51.6531666081815,39.2943932210789,10,0,0,0
49100,51.6531291250125,39.2944723228741,10,0,0,0
49200,51.6530916418432,39.2945514246041,10,0,0,0
49300,51.6530541586737,39.2946305262688,10,0,0,0
49400,51.6530166755039,39.2947096278683,10,0,0,0
49500,51.6529791923339,39.2947887294025,10,0,0,0
49600,51.6529417091637,39.2948678308715,10,0,0,0
49700,51.6529042259932,39.2949469322753,10,0,0,0
49800,51.6528667428225,39.2950260336138,10,0,0,0
49900,51.6528292596516,39.295105134887,10,0,0,0
50000,51.6527917764803,39.295184236095,10,0,0,0
50100,51.6527542933089,39.2952633372378,10,0,0,0
50200,51.6527168101372,39.2953424383153,10,0,0,0
50300,51.6526793269653,39.2954215393276,10,0,0,0
50400,51.6526418437931,39.2955006402746,10,0,0,0
50500,51.6526043606207,39.2955797411564,10,0,0,0
50600,51.6525668774481,39.2956588419729,10,0,0,0
50700,51.6525293942752,39.2957379427242,10,0,0,0
50800,51.6524919111021,39.2958170434103,10,0,0,0
50900,51.6524544279287,39.2958961440311,10,0,0,0
51000,51.6524169447551,39.2959752445866,10,0,0,0
51100,51.6523794615813,39.296054345077,10,0,0,0
51200,51.6523419784072,39.296133445502,10,0,0,0
51300,51.6523044952328,39.2962125458619,10,0,0,0
51400,51.6522670120583,39.2962916461565,10,0,0,0
51500,51.6522295288835,39.2963707463858,10,0,0,0
51600,51.6521920457084,39.2964498465499,10,0,0,0
51700,51.6521545625331,39.2965289466488,10,0,0,0
51800,51.6521170793576,39.2966080466824,10,0,0,0
51900,51.6520795961818,39.2966871466508,10,0,0,0
52000,51.6520421130058,39.2967662465539,10,0,0,0
52100,51.6520046298296,39.2968453463918,10,0,0,0
52200,51.6519671466531,39.2969244461645,10,0,0,0
