day,hour,minute,sec,round(csec),prn,Lvec,signal level,phase hist
0.0,0.0,0.0,13.0,17.0,2,0,0.2617358353917077,0.004089860762972336
0.0,0.0,0.0,13.0,17.0,2,1,0.7387893695657555,0.0026932726367294543
0.0,0.0,0.0,13.0,18.0,2,0,0.2608619422645462,0.004085215701059189
0.0,0.0,0.0,13.0,18.0,2,1,0.740052173303426,0.0026911918756500524
0.0,0.0,0.0,13.0,19.0,2,0,0.25992433255850556,0.004080335501570421
0.0,0.0,0.0,13.0,19.0,2,1,0.7413021441460581,0.002689030405707525
0.0,0.0,0.0,13.0,20.0,2,0,0.2588376604588948,0.004075058508030232
0.0,0.0,0.0,13.0,20.0,2,1,0.7426258110572661,0.002686915622615911
0.0,0.0,0.0,13.0,21.0,2,0,0.257650792277841,0.00406961741768353
0.0,0.0,0.0,13.0,21.0,2,1,0.7440331533465114,0.002684922590838945
0.0,0.0,0.0,13.0,22.0,2,0,0.25648704842169623,0.00406434671590862
0.0,0.0,0.0,13.0,22.0,2,1,0.7455360867291936,0.0026830016231015573
0.0,0.0,0.0,13.0,23.0,2,0,0.25531248706934206,0.004059359477679694
0.0,0.0,0.0,13.0,23.0,2,1,0.7470800617301053,0.0026810323279457945
0.0,0.0,0.0,13.0,24.0,2,0,0.2541402208848318,0.004054499604977543
0.0,0.0,0.0,13.0,24.0,2,1,0.7485649636071086,0.0026792451253044944
0.0,0.0,0.0,13.0,25.0,2,0,0.2531640857383416,0.004049795577401682
0.0,0.0,0.0,13.0,25.0,2,1,0.7500481981535022,0.0026777693029436623
0.0,0.0,0.0,13.0,26.0,2,0,0.25242580823074023,0.004045673683196956
0.0,0.0,0.0,13.0,26.0,2,1,0.7516453700703436,0.0026761078438135937
0.0,0.0,0.0,13.0,27.0,2,0,0.25181198278618433,0.004042420347714786
0.0,0.0,0.0,13.0,27.0,2,1,0.753314624464983,0.0026744279194875127
0.0,0.0,0.0,13.0,28.0,2,0,0.25126974624576565,0.004039649760693756
0.0,0.0,0.0,13.0,28.0,2,1,0.7550127364588956,0.0026733711209466294
0.0,0.0,0.0,13.0,29.0,2,0,0.2508193446734099,0.004036722411969016
0.0,0.0,0.0,13.0,29.0,2,1,0.7567707950188123,0.0026731346474683426
0.0,0.0,0.0,13.0,30.0,2,0,0.2504682301121867,0.004033703505536965
0.0,0.0,0.0,13.0,30.0,2,1,0.7586119228504679,0.0026734806225828826
0.0,0.0,0.0,13.0,31.0,2,0,0.2502034221890946,0.004031047071708486
0.0,0.0,0.0,13.0,31.0,2,1,0.7604970118765176,0.002674017611379792
0.0,0.0,0.0,13.0,32.0,2,0,0.2499866286928376,0.00402867857916546
0.0,0.0,0.0,13.0,32.0,2,1,0.7623708584306171,0.0026745158723537306
0.0,0.0,0.0,13.0,33.0,2,0,0.2497723409305917,0.004026252473309889
0.0,0.0,0.0,13.0,33.0,2,1,0.7642693498751081,0.0026751568181056515
0.0,0.0,0.0,13.0,34.0,2,0,0.24954622361648274,0.0040240111498466334
0.0,0.0,0.0,13.0,34.0,2,1,0.7661897709098893,0.0026762901871630403
0.0,0.0,0.0,13.0,35.0,2,0,0.24927133505911298,0.004022197059723907
0.0,0.0,0.0,13.0,35.0,2,1,0.7680791062334368,0.0026778676082707263
0.0,0.0,0.0,13.0,36.0,2,0,0.24900616504699993,0.004020394317134485
0.0,0.0,0.0,13.0,36.0,2,1,0.7699006587635481,0.0026797851180344772
0.0,0.0,0.0,13.0,37.0,2,0,0.24885089773623723,0.00401835454394301
0.0,0.0,0.0,13.0,37.0,2,1,0.7716087446433072,0.0026817727318828835
0.0,0.0,0.0,13.0,38.0,2,0,0.24880972976399013,0.004016269891788534
0.0,0.0,0.0,13.0,38.0,2,1,0.7731954469636243,0.00268361301895804
0.0,0.0,0.0,13.0,39.0,2,0,0.2488499327035109,0.004014129349081072
0.0,0.0,0.0,13.0,39.0,2,1,0.7747718899175325,0.0026856665709096357
0.0,0.0,0.0,13.0,40.0,2,0,0.2489261606387458,0.004011579788468518
0.0,0.0,0.0,13.0,40.0,2,1,0.7764647433817784,0.0026880702681680224
0.0,0.0,0.0,13.0,41.0,2,0,0.2489849775168156,0.004008614010569928
0.0,0.0,0.0,13.0,41.0,2,1,0.7782694167389237,0.0026905046108105317
0.0,0.0,0.0,13.0,42.0,2,0,0.24900904823803566,0.004005604465061389
0.0,0.0,0.0,13.0,42.0,2,1,0.7801932958067624,0.0026927893683782412
0.0,0.0,0.0,13.0,43.0,2,0,0.24902432690220044,0.004002863168281333
0.0,0.0,0.0,13.0,43.0,2,1,0.7822605512115953,0.002694997292151059
0.0,0.0,0.0,13.0,44.0,2,0,0.24903161823276485,0.004000497279154083
0.0,0.0,0.0,13.0,44.0,2,1,0.7843851602861014,0.0026972523862410077
0.0,0.0,0.0,13.0,45.0,2,0,0.24903349855074824,0.003998264457075404
0.0,0.0,0.0,13.0,45.0,2,1,0.7865128705904842,0.002699684914728784
0.0,0.0,0.0,13.0,46.0,2,0,0.24909983127503157,0.003995928888281127
0.0,0.0,0.0,13.0,46.0,2,1,0.788596505625885,0.0027022343931373816
0.0,0.0,0.0,13.0,47.0,2,0,0.24929542591295653,0.003993634293091799
0.0,0.0,0.0,13.0,47.0,2,1,0.7905530969647178,0.0027047514356972942
0.0,0.0,0.0,13.0,48.0,2,0,0.2496024906027559,0.003991732122467768
0.0,0.0,0.0,13.0,48.0,2,1,0.7924688602252966,0.0027072662854048333
0.0,0.0,0.0,13.0,49.0,2,0,0.24996767315120527,0.003990394434158473
0.0,0.0,0.0,13.0,49.0,2,1,0.7944673036438248,0.002709608375692895
0.0,0.0,0.0,13.0,50.0,2,0,0.2503487416041297,0.003989317633283483
0.0,0.0,0.0,13.0,50.0,2,1,0.7965189186886346,0.0027116536271007165
0.0,0.0,0.0,13.0,51.0,2,0,0.2507101635592114,0.003987861377672291
0.0,0.0,0.0,13.0,51.0,2,1,0.7986011887094957,0.0027135973194921457
0.0,0.0,0.0,13.0,52.0,2,0,0.2510936724869325,0.003985696395681895
0.0,0.0,0.0,13.0,52.0,2,1,0.8007222028103227,0.0027156798166542793
0.0,0.0,0.0,13.0,53.0,2,0,0.25158058661127475,0.003983006709002581
0.0,0.0,0.0,13.0,53.0,2,1,0.8027424622354649,0.002718118927666862
0.0,0.0,0.0,13.0,54.0,2,0,0.2521022212147349,0.003980032947304723
0.0,0.0,0.0,13.0,54.0,2,1,0.8045596265722794,0.002721049298664794
0.0,0.0,0.0,13.0,55.0,2,0,0.2526242198384264,0.003977051436869421
0.0,0.0,0.0,13.0,55.0,2,1,0.8062884349661079,0.0027244352154606323
0.0,0.0,0.0,13.0,56.0,2,0,0.25322083976306664,0.003974300799140712
0.0,0.0,0.0,13.0,56.0,2,1,0.8080355487250765,0.0027278459472263065
0.0,0.0,0.0,13.0,57.0,2,0,0.2539091451884123,0.003971665703009771
0.0,0.0,0.0,13.0,57.0,2,1,0.8098246517166516,0.0027308058928114374
0.0,0.0,0.0,13.0,58.0,2,0,0.25470280501805587,0.003968906283430919
0.0,0.0,0.0,13.0,58.0,2,1,0.8115899865506984,0.002733523171155298
0.0,0.0,0.0,13.0,59.0,2,0,0.25557680523652804,0.003966092648953061
0.0,0.0,0.0,13.0,59.0,2,1,0.8132775262971692,0.0027364051331657383
0.0,0.0,0.0,13.0,60.0,2,0,0.25654012669946125,0.003963389314374294
0.0,0.0,0.0,13.0,60.0,2,1,0.8149207439435581,0.002739385296420647
0.0,0.0,0.0,13.0,61.0,2,0,0.2576226230352803,0.0039604946042419336
0.0,0.0,0.0,13.0,61.0,2,1,0.8164412638613484,0.0027423941024980105
0.0,0.0,0.0,13.0,62.0,2,0,0.25875771012437065,0.0039571861159834335
0.0,0.0,0.0,13.0,62.0,2,1,0.8178016627467806,0.0027457576965344748
0.0,0.0,0.0,13.0,63.0,2,0,0.2599202138199882,0.003953780280397004
0.0,0.0,0.0,13.0,63.0,2,1,0.8190906748635717,0.0027496499302027883
0.0,0.0,0.0,13.0,64.0,2,0,0.26114538751209126,0.003950297573663582
0.0,0.0,0.0,13.0,64.0,2,1,0.8203569720581441,0.002753892151845529
0.0,0.0,0.0,13.0,65.0,2,0,0.26239821546502684,0.00394658819052158
0.0,0.0,0.0,13.0,65.0,2,1,0.8216637824877377,0.0027585381449451653
0.0,0.0,0.0,13.0,66.0,2,0,0.26364132534835555,0.003942886132966447
0.0,0.0,0.0,13.0,66.0,2,1,0.8230274535297076,0.0027632890928635046
0.0,0.0,0.0,13.0,67.0,2,0,0.2648728685611418,0.003939200125276503
0.0,0.0,0.0,13.0,67.0,2,1,0.8243809573312846,0.002767679182365296
0.0,0.0,0.0,13.0,68.0,2,0,0.26595527062401186,0.0039352647244965625
0.0,0.0,0.0,13.0,68.0,2,1,0.8256913742009636,0.0027717756181054715
0.0,0.0,0.0,13.0,69.0,2,0,0.26675862885653784,0.003930856966063806
0.0,0.0,0.0,13.0,69.0,2,1,0.8268835472544271,0.0027757303430096573
0.0,0.0,0.0,13.0,70.0,2,0,0.26737171794183634,0.003925994484094377
0.0,0.0,0.0,13.0,70.0,2,1,0.8279205539739407,0.0027796666271600666
0.0,0.0,0.0,13.0,71.0,2,0,0.2679207603248509,0.003920754908278193
0.0,0.0,0.0,13.0,71.0,2,1,0.8289001571703979,0.002783866968324593
0.0,0.0,0.0,13.0,72.0,2,0,0.2684669625921921,0.0039150434757716755
0.0,0.0,0.0,13.0,72.0,2,1,0.8298362826178878,0.0027885377957584377
0.0,0.0,0.0,13.0,73.0,2,0,0.2690646783974413,0.003909100011195285
0.0,0.0,0.0,13.0,73.0,2,1,0.8307244006263921,0.002793426604133134
0.0,0.0,0.0,13.0,74.0,2,0,0.2697001019448106,0.0039032142706978495
0.0,0.0,0.0,13.0,74.0,2,1,0.831656444289433,0.0027984371535417184
0.0,0.0,0.0,13.0,75.0,2,0,0.2703952483763517,0.003897326726953773
0.0,0.0,0.0,13.0,75.0,2,1,0.8326898681888234,0.002803411942637817
0.0,0.0,0.0,13.0,76.0,2,0,0.27128456216644925,0.003891310538205377
0.0,0.0,0.0,13.0,76.0,2,1,0.8338138426511625,0.0028077902020336837
0.0,0.0,0.0,13.0,77.0,2,0,0.27241760684765143,0.0038852474320324646
0.0,0.0,0.0,13.0,77.0,2,1,0.8349523859181094,0.002811785350442497
0.0,0.0,0.0,13.0,78.0,2,0,0.27369373722514695,0.003879354629572585
0.0,0.0,0.0,13.0,78.0,2,1,0.8360869745014732,0.0028159632045955175
0.0,0.0,0.0,13.0,79.0,2,0,0.27502331044946127,0.003873793732389242
0.0,0.0,0.0,13.0,79.0,2,1,0.8372266079790892,0.002820464390443801
0.0,0.0,0.0,13.0,80.0,2,0,0.27639368088993066,0.0038685273380616556
0.0,0.0,0.0,13.0,80.0,2,1,0.8382951658891281,0.002825090974769812
0.0,0.0,0.0,13.0,81.0,2,0,0.2778355623220372,0.0038633054927718646
0.0,0.0,0.0,13.0,81.0,2,1,0.8392859563741415,0.002829244935071294
0.0,0.0,0.0,13.0,82.0,2,0,0.27942796861402197,0.003858093109052902
0.0,0.0,0.0,13.0,82.0,2,1,0.8403030810988231,0.002832589692072359
0.0,0.0,0.0,13.0,83.0,2,0,0.2811443644073994,0.003853055683821596
0.0,0.0,0.0,13.0,83.0,2,1,0.841408805064314,0.002835142338600551
0.0,0.0,0.0,13.0,84.0,2,0,0.28289599126685144,0.0038480896998659714
0.0,0.0,0.0,13.0,84.0,2,1,0.8425670180393329,0.002837220923875238
0.0,0.0,0.0,13.0,85.0,2,0,0.2847045661973329,0.0038429788359273234
0.0,0.0,0.0,13.0,85.0,2,1,0.843688997741398,0.002839556195291188
0.0,0.0,0.0,13.0,86.0,2,0,0.286592130673189,0.00383765148680875
0.0,0.0,0.0,13.0,86.0,2,1,0.8446719730513746,0.002842450358932089
0.0,0.0,0.0,13.0,87.0,2,0,0.28850910475048913,0.0038322680663437324
0.0,0.0,0.0,13.0,87.0,2,1,0.8454898517608006,0.002845274235609164
0.0,0.0,0.0,13.0,88.0,2,0,0.29043544816721617,0.0038272863306819467
0.0,0.0,0.0,13.0,88.0,2,1,0.8462109257378109,0.002847373483553071
0.0,0.0,0.0,13.0,89.0,2,0,0.29235620252725214,0.003822784770330861
0.0,0.0,0.0,13.0,89.0,2,1,0.8469242260169405,0.0028486483357696994
0.0,0.0,0.0,13.0,90.0,2,0,0.29420148128815227,0.0038185015296521296
0.0,0.0,0.0,13.0,90.0,2,1,0.8476635440198146,0.002849332359836484
0.0,0.0,0.0,13.0,91.0,2,0,0.29597438833023165,0.003814414079041568
0.0,0.0,0.0,13.0,91.0,2,1,0.8483947291440566,0.0028498600542767156
0.0,0.0,0.0,13.0,92.0,2,0,0.29773050884115976,0.003810630608283547
0.0,0.0,0.0,13.0,92.0,2,1,0.8490954928975465,0.002850425999591537
0.0,0.0,0.0,13.0,93.0,2,0,0.29949719664605173,0.0038071062117385882
0.0,0.0,0.0,13.0,93.0,2,1,0.8497841103923083,0.0028508246585421696
0.0,0.0,0.0,13.0,94.0,2,0,0.3012316317500642,0.003803566491570172
0.0,0.0,0.0,13.0,94.0,2,1,0.8504305374417697,0.0028509784046966144
0.0,0.0,0.0,13.0,95.0,2,0,0.30280535288926946,0.0037998211681552273
0.0,0.0,0.0,13.0,95.0,2,1,0.8510222166149245,0.002850941657632128
0.0,0.0,0.0,13.0,96.0,2,0,0.3042062617345517,0.003795610899821753
0.0,0.0,0.0,13.0,96.0,2,1,0.8515535804689662,0.0028508935567306878
0.0,0.0,0.0,13.0,97.0,2,0,0.3055296941067599,0.003790993510153474
0.0,0.0,0.0,13.0,97.0,2,1,0.8520074093600087,0.0028513442763450038
0.0,0.0,0.0,13.0,98.0,2,0,0.3067881661994905,0.003786594730456534
0.0,0.0,0.0,13.0,98.0,2,1,0.8524392263311305,0.0028524430735717655
0.0,0.0,0.0,13.0,99.0,2,0,0.30795231915200194,0.003782464252181791
0.0,0.0,0.0,13.0,99.0,2,1,0.8528167811820133,0.002853674310797261
0.0,0.0,0.0,14.0,0.0,2,0,0.3090420625477767,0.003778177534484731
0.0,0.0,0.0,14.0,0.0,2,1,0.8531199111412087,0.0028542452067755225
0.0,0.0,0.0,14.0,1.0,2,0,0.3101201034587854,0.003773427250516166
0.0,0.0,0.0,14.0,1.0,2,1,0.8533695900588465,0.0028536767698662366
0.0,0.0,0.0,14.0,2.0,2,0,0.31121118516508817,0.003768066292571631
0.0,0.0,0.0,14.0,2.0,2,1,0.8534861428867746,0.0028524126064854495
0.0,0.0,0.0,14.0,3.0,2,0,0.31229927845915045,0.0037621952264016837
0.0,0.0,0.0,14.0,3.0,2,1,0.8535108524438857,0.002851206687979574
0.0,0.0,0.0,14.0,4.0,2,0,0.3132928760283588,0.003755776924383093
0.0,0.0,0.0,14.0,4.0,2,1,0.8535701106158187,0.002850228758268487
0.0,0.0,0.0,14.0,5.0,2,0,0.3141229338625281,0.0037490664023895072
0.0,0.0,0.0,14.0,5.0,2,1,0.8537003449360825,0.002849340148166332
0.0,0.0,0.0,14.0,6.0,2,0,0.31490117650091043,0.00374267454866704
0.0,0.0,0.0,14.0,6.0,2,1,0.8539096072697943,0.002848376398449796
0.0,0.0,0.0,14.0,7.0,2,0,0.31573197806585457,0.0037365744571416144
0.0,0.0,0.0,14.0,7.0,2,1,0.8541145716324161,0.0028472153249342234
0.0,0.0,0.0,14.0,8.0,2,0,0.3166414261671125,0.003730412694777871
0.0,0.0,0.0,14.0,8.0,2,1,0.8542302035095362,0.0028459196131404465
0.0,0.0,0.0,14.0,9.0,2,0,0.31759962600529734,0.0037238617175591082
0.0,0.0,0.0,14.0,9.0,2,1,0.8543303292355403,0.002844529769826225
0.0,0.0,0.0,14.0,10.0,2,0,0.3185192950164588,0.0037165662772218142
0.0,0.0,0.0,14.0,10.0,2,1,0.8545253746370944,0.002843066158114379
0.0,0.0,0.0,14.0,11.0,2,0,0.31937895844666064,0.003708814886057584
0.0,0.0,0.0,14.0,11.0,2,1,0.8547989518302844,0.0028414906370621846
0.0,0.0,0.0,14.0,12.0,2,0,0.320200944768092,0.0037013181757414924
0.0,0.0,0.0,14.0,12.0,2,1,0.8549592367666832,0.002839828076820535
0.0,0.0,0.0,14.0,13.0,2,0,0.32097851434956937,0.0036942870268689746
0.0,0.0,0.0,14.0,13.0,2,1,0.8549056930605968,0.0028379781082299976
0.0,0.0,0.0,14.0,14.0,2,0,0.3216688828780046,0.003687580859606711
0.0,0.0,0.0,14.0,14.0,2,1,0.8547018399882502,0.0028356799099350993
0.0,0.0,0.0,14.0,15.0,2,0,0.32220547391072385,0.003681185488095056
0.0,0.0,0.0,14.0,15.0,2,1,0.8543171332399058,0.00283310988386769
0.0,0.0,0.0,14.0,16.0,2,0,0.3225911429999973,0.0036752336712936456
0.0,0.0,0.0,14.0,16.0,2,1,0.8537183691805756,0.002830712308195448
0.0,0.0,0.0,14.0,17.0,2,0,0.3228733894538558,0.003669782846127394
0.0,0.0,0.0,14.0,17.0,2,1,0.8529962859633096,0.0028289729089405044
0.0,0.0,0.0,14.0,18.0,2,0,0.32309617843316646,0.0036644629523165067
0.0,0.0,0.0,14.0,18.0,2,1,0.8523025070205481,0.0028277377373487358
0.0,0.0,0.0,14.0,19.0,2,0,0.32330463415780775,0.0036587447455238386
0.0,0.0,0.0,14.0,19.0,2,1,0.8516995290930063,0.0028263429669713055
0.0,0.0,0.0,14.0,20.0,2,0,0.323525474278031,0.0036522759982170446
0.0,0.0,0.0,14.0,20.0,2,1,0.8511078567901352,0.0028246165935513537
0.0,0.0,0.0,14.0,21.0,2,0,0.32372622170844656,0.0036453464902363535
0.0,0.0,0.0,14.0,21.0,2,1,0.8504506694140754,0.0028228285175301553
0.0,0.0,0.0,14.0,22.0,2,0,0.32383496770432446,0.003638421538534074
0.0,0.0,0.0,14.0,22.0,2,1,0.849690483255898,0.0028216101478638774
0.0,0.0,0.0,14.0,23.0,2,0,0.32380759263578507,0.0036312154002005118
0.0,0.0,0.0,14.0,23.0,2,1,0.8488209009493751,0.002821235169812034
0.0,0.0,0.0,14.0,24.0,2,0,0.3236040592856651,0.0036236328747255736
0.0,0.0,0.0,14.0,24.0,2,1,0.8478752842517614,0.0028210725457939673
0.0,0.0,0.0,14.0,25.0,2,0,0.32330021915538715,0.003615845328061887
0.0,0.0,0.0,14.0,25.0,2,1,0.846843126937271,0.0028205895817710984
0.0,0.0,0.0,14.0,26.0,2,0,0.32296237429865543,0.0036078486546599923
0.0,0.0,0.0,14.0,26.0,2,1,0.8457075818717354,0.002819878063098973
0.0,0.0,0.0,14.0,27.0,2,0,0.3225781560176213,0.0035999006532491723
0.0,0.0,0.0,14.0,27.0,2,1,0.844548593757984,0.0028191500300727692
0.0,0.0,0.0,14.0,28.0,2,0,0.32220299717721695,0.0035919841021851253
0.0,0.0,0.0,14.0,28.0,2,1,0.8434530636577937,0.002818623848110062
0.0,0.0,0.0,14.0,29.0,2,0,0.321852333041679,0.003583451890231035
0.0,0.0,0.0,14.0,29.0,2,1,0.8424236372188149,0.002818435728095994
0.0,0.0,0.0,14.0,30.0,2,0,0.32152147847890344,0.0035742518408422375
0.0,0.0,0.0,14.0,30.0,2,1,0.8413994585702302,0.002818326693518252
0.0,0.0,0.0,14.0,31.0,2,0,0.3212888621359558,0.003564823726908364
0.0,0.0,0.0,14.0,31.0,2,1,0.8403387817923041,0.002818144386551415
0.0,0.0,0.0,14.0,32.0,2,0,0.32118435059551553,0.0035551802144325405
0.0,0.0,0.0,14.0,32.0,2,1,0.8392460304768178,0.00281821601270613
0.0,0.0,0.0,14.0,33.0,2,0,0.32108379199849774,0.0035455311847352356
0.0,0.0,0.0,14.0,33.0,2,1,0.838164509168715,0.002818559268782848
0.0,0.0,0.0,14.0,34.0,2,0,0.3209272041948124,0.003535872303676781
0.0,0.0,0.0,14.0,34.0,2,1,0.837181105832324,0.0028187564852333227
0.0,0.0,0.0,14.0,35.0,2,0,0.32076761646466007,0.0035258597151363036
0.0,0.0,0.0,14.0,35.0,2,1,0.8362862564616457,0.0028185749718005093
0.0,0.0,0.0,14.0,36.0,2,0,0.3206194585798122,0.003515421124614138
0.0,0.0,0.0,14.0,36.0,2,1,0.8354042281997447,0.0028177362881912503
0.0,0.0,0.0,14.0,37.0,2,0,0.3204377494689371,0.003504540709663
0.0,0.0,0.0,14.0,37.0,2,1,0.8345548087283129,0.0028160413980423513
0.0,0.0,0.0,14.0,38.0,2,0,0.3201629080685265,0.003493311653661741
0.0,0.0,0.0,14.0,38.0,2,1,0.8337516684306611,0.002813864350383636
0.0,0.0,0.0,14.0,39.0,2,0,0.3198266109132944,0.003481785068029439
0.0,0.0,0.0,14.0,39.0,2,1,0.8329709460904766,0.002811760490445452
0.0,0.0,0.0,14.0,40.0,2,0,0.3195276154774699,0.00347001594089906
0.0,0.0,0.0,14.0,40.0,2,1,0.8322688361071323,0.002809888123218659
0.0,0.0,0.0,14.0,41.0,2,0,0.31929639044231206,0.003458295795565988
0.0,0.0,0.0,14.0,41.0,2,1,0.8317453364764722,0.0028080807790597548
0.0,0.0,0.0,14.0,42.0,2,0,0.31905157142821694,0.0034470318438818066
0.0,0.0,0.0,14.0,42.0,2,1,0.83140082857508,0.0028060961559557376
0.0,0.0,0.0,14.0,43.0,2,0,0.3187349368779347,0.0034363816495256287
0.0,0.0,0.0,14.0,43.0,2,1,0.8311913638071865,0.002803773305211585
0.0,0.0,0.0,14.0,44.0,2,0,0.31845978565615213,0.0034260578365961306
0.0,0.0,0.0,14.0,44.0,2,1,0.8310858249777988,0.002801134408102145
0.0,0.0,0.0,14.0,45.0,2,0,0.3182706208655301,0.003415949859334808
0.0,0.0,0.0,14.0,45.0,2,1,0.8310572464947913,0.0027983340820216447
0.0,0.0,0.0,14.0,46.0,2,0,0.31810675300792823,0.0034061524671287675
0.0,0.0,0.0,14.0,46.0,2,1,0.8310715245673838,0.0027956475850403543
0.0,0.0,0.0,14.0,47.0,2,0,0.3180047471150399,0.0033965764337523965
0.0,0.0,0.0,14.0,47.0,2,1,0.8310501001522536,0.00279319577973684
0.0,0.0,0.0,14.0,48.0,2,0,0.3179862884180401,0.003386988013301838
0.0,0.0,0.0,14.0,48.0,2,1,0.8309960828998555,0.002791022984361657
0.0,0.0,0.0,14.0,49.0,2,0,0.3180850343900543,0.0033771641827108757
0.0,0.0,0.0,14.0,49.0,2,1,0.8309220072240304,0.0027892608728651387
0.0,0.0,0.0,14.0,50.0,2,0,0.3182657694367388,0.0033671720492318234
0.0,0.0,0.0,14.0,50.0,2,1,0.8307839888926004,0.0027879185357274038
0.0,0.0,0.0,14.0,51.0,2,0,0.3184753670074535,0.0033572884124890797
0.0,0.0,0.0,14.0,51.0,2,1,0.8306270521311011,0.002786888666327271
0.0,0.0,0.0,14.0,52.0,2,0,0.31878134272293884,0.0033478148754525513
0.0,0.0,0.0,14.0,52.0,2,1,0.8304905575395312,0.0027860578461290013
0.0,0.0,0.0,14.0,53.0,2,0,0.3191794586227894,0.0033390821397252276
0.0,0.0,0.0,14.0,53.0,2,1,0.8303154474422383,0.002785578047476227
0.0,0.0,0.0,14.0,54.0,2,0,0.31962189712104044,0.0033310671127394684
0.0,0.0,0.0,14.0,54.0,2,1,0.8301134769897317,0.0027857918532846813
0.0,0.0,0.0,14.0,55.0,2,0,0.32011181540226263,0.0033233113569701286
0.0,0.0,0.0,14.0,55.0,2,1,0.8299538512631927,0.0027868225426763535
0.0,0.0,0.0,14.0,56.0,2,0,0.3206707393349808,0.0033159085578396094
0.0,0.0,0.0,14.0,56.0,2,1,0.8298861874912667,0.0027884022054206464
0.0,0.0,0.0,14.0,57.0,2,0,0.3212606393871569,0.0033091508387723184
0.0,0.0,0.0,14.0,57.0,2,1,0.8299359105983494,0.0027900566906232096
0.0,0.0,0.0,14.0,58.0,2,0,0.321813646866835,0.0033026577557352613
0.0,0.0,0.0,14.0,58.0,2,1,0.8300050937981749,0.0027915544177559465
0.0,0.0,0.0,14.0,59.0,2,0,0.32232027340493175,0.0032962087362653127
0.0,0.0,0.0,14.0,59.0,2,1,0.8299964855756665,0.0027929184976526727
0.0,0.0,0.0,14.0,60.0,2,0,0.32284668666310146,0.0032899190976475707
0.0,0.0,0.0,14.0,60.0,2,1,0.8299282536577028,0.002794047800108612
0.0,0.0,0.0,14.0,61.0,2,0,0.3234695936407644,0.0032836494257036967
0.0,0.0,0.0,14.0,61.0,2,1,0.8298259110836168,0.0027948247201401094
0.0,0.0,0.0,14.0,62.0,2,0,0.32414891577754534,0.003277219534409066
0.0,0.0,0.0,14.0,62.0,2,1,0.829692582461638,0.0027950924593269353
0.0,0.0,0.0,14.0,63.0,2,0,0.3248113571688111,0.003270591138041192
0.0,0.0,0.0,14.0,63.0,2,1,0.8295504346547116,0.0027945930223794175
0.0,0.0,0.0,14.0,64.0,2,0,0.3254636017268355,0.003264049052259929
0.0,0.0,0.0,14.0,64.0,2,1,0.8294031916917355,0.002793502574804511
0.0,0.0,0.0,14.0,65.0,2,0,0.3261163788593314,0.0032580574221768095
0.0,0.0,0.0,14.0,65.0,2,1,0.8292529923955436,0.0027922551608542804
0.0,0.0,0.0,14.0,66.0,2,0,0.32674040985952807,0.003252532557525489
0.0,0.0,0.0,14.0,66.0,2,1,0.8291361774756845,0.002790834621988896
0.0,0.0,0.0,14.0,67.0,2,0,0.3273837142153384,0.003246996550407768
0.0,0.0,0.0,14.0,67.0,2,1,0.8290396567178114,0.0027888668169485267
0.0,0.0,0.0,14.0,68.0,2,0,0.32822122833268064,0.0032413689518225606
0.0,0.0,0.0,14.0,68.0,2,1,0.8288757478189723,0.0027862042716005854
0.0,0.0,0.0,14.0,69.0,2,0,0.3292846014705174,0.0032359714827039365
0.0,0.0,0.0,14.0,69.0,2,1,0.828610603670002,0.0027831010213258582
0.0,0.0,0.0,14.0,70.0,2,0,0.33039420518118084,0.0032310099356000223
0.0,0.0,0.0,14.0,70.0,2,1,0.8283418582680863,0.002779878938388715
0.0,0.0,0.0,14.0,71.0,2,0,0.33144090249199315,0.0032264432880522408
0.0,0.0,0.0,14.0,71.0,2,1,0.8281592175653439,0.0027768437305806747
0.0,0.0,0.0,14.0,72.0,2,0,0.33244334331076486,0.0032222787711248925
0.0,0.0,0.0,14.0,72.0,2,1,0.8280617814018434,0.0027740887760826193
0.0,0.0,0.0,14.0,73.0,2,0,0.33350399644081646,0.0032186529209828636
0.0,0.0,0.0,14.0,73.0,2,1,0.8280197609293967,0.0027714527762469857
0.0,0.0,0.0,14.0,74.0,2,0,0.3347143262872487,0.003215431272719814
0.0,0.0,0.0,14.0,74.0,2,1,0.8279970753384712,0.0027688985689228542
0.0,0.0,0.0,14.0,75.0,2,0,0.33599527528576756,0.003212238052930812
0.0,0.0,0.0,14.0,75.0,2,1,0.8280367757880552,0.0027662307339676355
0.0,0.0,0.0,14.0,76.0,2,0,0.33725902162452537,0.0032089381962353155
0.0,0.0,0.0,14.0,76.0,2,1,0.828213707040067,0.0027636324636303774
0.0,0.0,0.0,14.0,77.0,2,0,0.3385981310359809,0.0032059044825255237
0.0,0.0,0.0,14.0,77.0,2,1,0.8284722270545243,0.002761655972781183
0.0,0.0,0.0,14.0,78.0,2,0,0.3401375522536111,0.0032032545526726203
0.0,0.0,0.0,14.0,78.0,2,1,0.8287266512504649,0.0027600867261572603
0.0,0.0,0.0,14.0,79.0,2,0,0.3418778445209331,0.0032005725470692055
0.0,0.0,0.0,14.0,79.0,2,1,0.8289567653757167,0.0027586352326318584
0.0,0.0,0.0,14.0,80.0,2,0,0.34373576181926213,0.0031976990166138583
0.0,0.0,0.0,14.0,80.0,2,1,0.8292034099855998,0.002757580954954554
0.0,0.0,0.0,14.0,81.0,2,0,0.34566587372602997,0.003194677723177757
