-34.173,-34.587,-35.001,-35.415,-34.174,-34.5877,-35.0015,-35.4153,-34.174,-34.5877,-35.0015,-35.4153,-34.174,-34.1743,-34.175,-34.175,-34.175,-34.175,-34.175,-34.175,-34.175,-34.175,-34.175,-34.1743,-34.174,-34.174,-34.174,-34.174,-34.174,-34.174,-34.174,-34.174,-34.174,-34.174,-34.1735,-34.173,-34.173,-34.587,-35.001,-35.415,-34.173,-34.587,-35.001,-35.415,-34.173,-34.587,-35.001,-35.415,-34.173
-32.2065,-32.6565,-33.0176,-33.2664,-33.4098,-33.4877,-33.571,-33.7077,-33.9303,-34.2661,-34.6746,-35.0939,-35.4153,-35.4552,-35.1856,-34.6706,-34.0415,-33.4411,-32.9536,-32.6202,-32.465,-32.5426,-32.8392,-33.3787,-34.195,-35.4001,-37.0172,-39.0782,-41.2127,-41.3539,-39.5564,-37.5282,-35.8503,-34.5548,-33.4955,-32.6173,-31.887,-31.3059,-30.843,-30.4948,-30.2595,-30.1543,-30.1601,-30.2751,-30.495,-30.8291,-31.2439,-31.7149,-32.2065
-31.4555,-31.8268,-31.917,-31.7965,-31.5825,-31.4044,-31.345,-31.4581,-31.781,-32.3813,-33.2298,-34.3104,-35.538,-36.4534,-36.2437,-34.8825,-33.2035,-31.7694,-30.6642,-29.8996,-29.478,-29.4681,-29.8302,-30.5933,-31.797,-33.555,-35.7065,-37.8426,-39.2205,-38.665,-36.8585,-35.0887,-33.719,-32.6807,-31.7605,-30.88,-30.0405,-29.3144,-28.736,-28.3271,-28.0915,-28.0493,-28.1642,-28.4307,-28.8455,-29.4217,-30.1028,-30.819,-31.4555
-31.1625,-31.1538,-30.7819,-30.2056,-29.62,-29.2074,-29.0254,-29.1161,-29.518,-30.3489,-31.63,-33.4732,-36.0475,-39.0968,-38.2617,-34.8668,-31.9052,-29.6702,-28.0069,-26.8472,-26.1522,-25.9853,-26.2812,-27.0607,-28.3442,-30.1624,-32.1224,-33.4316,-33.3128,-32.2131,-31.2526,-30.6951,-30.4862,-30.3895,-30.0862,-29.4877,-28.7372,-28.0769,-27.6285,-27.4244,-27.4445,-27.6573,-27.9778,-28.3832,-28.8795,-29.4841,-30.1409,-30.751,-31.1625
-30.57,-30.1077,-29.523,-28.9352,-28.45,-28.1805,-28.1415,-28.3725,-28.933,-29.9985,-31.666,-34.232,-38.449,-45.3135,-42.152,-34.6795,-30.391,-27.654,-25.6815,-24.297,-23.426,-23.128,-23.3255,-24.024,-25.201,-26.7458,-28.1455,-28.8095,-28.605,-28.104,-27.911,-28.1867,-28.858,-29.5188,-29.5905,-28.967,-28.081,-27.472,-27.297,-27.5412,-28.094,-28.7778,-29.393,-29.8755,-30.252,-30.5493,-30.7495,-30.7765,-30.57
-26.577,-26.4419,-26.0865,-25.6015,-25.1357,-24.8359,-24.7271,-24.8468,-25.2685,-26.16,-27.5358,-29.4905,-32.3117,-36.5342,-37.3081,-33.3599,-29.14,-26.2305,-24.1395,-22.6506,-21.6702,-21.2652,-21.3661,-21.9754,-23.044,-24.3908,-25.4868,-25.8852,-25.653,-25.3822,-25.5129,-26.1072,-26.947,-27.3687,-26.958,-25.9752,-24.9715,-24.3824,-24.2269,-24.4096,-24.7498,-25.0373,-25.22,-25.374,-25.5907,-25.9004,-26.2218,-26.4706,-26.577
-23.789,-23.7432,-23.3955,-22.8648,-22.367,-22.072,-21.959,-22.0369,-22.3855,-23.1722,-24.355,-25.9045,-27.9095,-30.7114,-32.6803,-30.8061,-27.239,-24.4986,-22.5027,-21.0585,-20.079,-19.6439,-19.705,-20.2615,-21.2345,-22.3629,-23.1262,-23.2371,-22.945,-22.8505,-23.22,-23.9694,-24.7255,-24.8158,-24.157,-23.1412,-22.2205,-21.6913,-21.5063,-21.5571,-21.6945,-21.7925,-21.8693,-22.0191,-22.3145,-22.7501,-23.1958,-23.5611,-23.789
-21.8777,-21.8039,-21.4011,-20.8249,-20.3438,-20.1229,-20.0717,-20.1698,-20.5027,-21.2386,-22.3038,-23.6059,-25.1863,-27.3023,-28.8966,-27.8119,-24.983,-22.5669,-20.7691,-19.4555,-18.5568,-18.1567,-18.2319,-18.7788,-19.6812,-20.5949,-21.0461,-20.9146,-20.59,-20.6604,-21.228,-22.0525,-22.633,-22.4261,-21.6766,-20.7745,-20.0138,-19.5674,-19.3561,-19.2877,-19.2863,-19.3471,-19.503,-19.7979,-20.2462,-20.7989,-21.3019,-21.6684,-21.8777
-20.515,-20.4162,-20.0545,-19.5817,-19.266,-19.2227,-19.3,-19.4725,-19.839,-20.5622,-21.562,-22.7267,-24.086,-25.7643,-26.5855,-25.171,-22.667,-20.5437,-18.9365,-17.7762,-17.008,-16.6962,-16.8365,-17.4237,-18.293,-19.0195,-19.2285,-18.9672,-18.697,-18.9635,-19.7325,-20.6357,-21.109,-20.766,-20.006,-19.1845,-18.537,-18.1797,-17.9975,-17.9052,-17.883,-18.0048,-18.2835,-18.6973,-19.209,-19.747,-20.1705,-20.4125,-20.515
-18.9288,-18.866,-18.6359,-18.3324,-18.1567,-18.1478,-18.1953,-18.352,-18.6975,-19.2985,-20.1505,-21.1979,-22.346,-23.5103,-23.959,-22.9291,-21.0365,-19.1763,-17.651,-16.5474,-15.8403,-15.5589,-15.7224,-16.343,-17.1845,-17.7233,-17.754,-17.4596,-17.2593,-17.6127,-18.4612,-19.4344,-19.9892,-19.7261,-18.9778,-18.1234,-17.445,-17.0591,-16.8466,-16.727,-16.686,-16.8094,-17.0876,-17.4564,-17.8657,-18.3002,-18.6664,-18.8679,-18.9288
