Elapsed Time (ms),Skydel SV ID,PRN,GPS TOW,GPS Week Number,Subframe,Page,Navigation Message (Hex),Modified
228000,10,10,389028.000,2279,4,5,553F5218 5018BFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 283F93E0 00000000,No
240000,2,2,389040.000,2279,1,-1,553F5280 E7CE1BF4 045C0017 BB3F000D C600000F F19B107F E6FFE751 9DFB3006 22B245F8 00000000,No
240000,3,3,389040.000,2279,1,-1,553F5280 E7CB51E0 039C0017 BB3F4007 8200000C 819DA940 1D804222 87332BF8 53780380 00000000,No
240000,6,6,389040.000,2279,1,-1,553F5280 E735C104 02B00017 BB3F0004 9700000C 1B625A40 028040DC BD1C7C39 706C054C 00000000,No
240000,9,9,389040.000,2279,1,-1,553F5280 E76BE32F FF340017 BB3F000B 1200000E 42BA3FFF EA00045F 439803DD 62A46B30 00000000,No
240000,10,10,389040.000,2279,1,-1,553F5280 E7E2E727 F8200017 BB3E4012 E200000E 6E19F200 0A801958 53A5EFF2 1187E294 00000000,No
252000,2,2,389052.000,2279,2,-1,553F5309 94777F85 7BB003E9 1BAF2BAF 5786FC7E 99B21876 32BBFF2E 01460055 6048E480 00000000,No
252000,3,3,389052.000,2279,2,-1,553F5309 60EF51F5 7BB0040F 82E32BAF 6A0160D4 454836CB 305FFFB1 F02D8D72 8086FD68 00000000,No
252000,6,6,389052.000,2279,2,-1,553F530A E1C63E61 7BB003DD 425F2BAD 4E4590FA 17BDF565 5053FFDB B021E013 A1ADB6A8 00000000,No
252000,9,9,389052.000,2279,2,-1,553F530B 9A60D099 7BB003FF 34EB2BAB E1CD2060 FC2DEE6A 5687FF51 514CD3F4 12A072D8 00000000,No
252000,10,10,389052.000,2279,2,-1,553F5308 9627DB11 7BB00142 3E732BAF 9FA724B7 0AA7C20D 806BFEFB 80357A71 9218D3A8 00000000,No
264000,2,2,389064.000,2279,3,5,553F5390 5018FFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0A5446C8 00000000,No
264000,3,3,389064.000,2279,3,5,553F5390 5018FFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0C4D7524 00000000,No
264000,6,6,389064.000,2279,3,5,553F5390 5018FFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 181BDD4C 00000000,No
264000,9,9,389064.000,2279,3,5,553F5390 5018FFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 24E025F4 00000000,No
264000,10,10,389064.000,2279,3,5,553F5390 5018FFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 28D2422C 00000000,No
276000,2,2,389076.000,2279,4,5,553F5418 50193FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 08C581D4 00000000,No
276000,3,3,389076.000,2279,4,5,553F5418 50193FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0EDCB238 00000000,No
276000,6,6,389076.000,2279,4,5,553F5418 50193FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 1A8A1A50 00000000,No
276000,9,9,389076.000,2279,4,5,553F5418 50193FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 2671E2E8 00000000,No
276000,10,10,389076.000,2279,4,5,553F5418 50193FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 2A438530 00000000,No
288000,2,2,389088.000,2279,1,-1,553F5480 E7CE1BF4 045C0017 BB3F000D C600000F F19B107F E6FFE751 9DFB3006 21AEF398 00000000,No
288000,3,3,389088.000,2279,1,-1,553F5480 E7CB51E0 039C0017 BB3F4007 8200000C 819DA940 1D804222 87332BF8 5064B5E0 00000000,No
