-55,-50
-51.1675,-46.1675
-47.42,-42.42
-43.8325,-38.8325
-40.48,-35.48
-37.4375,-32.4375
-34.78,-29.78
-32.5825,-27.5825
-30.92,-25.92
-29.8675,-24.8675
-29.5,-24.5
-29.514,-24.514
-29.552,-24.552
-29.608,-24.608
-29.676,-24.676
-29.75,-24.75
-29.824,-24.824
-29.892,-24.892
-29.948,-24.948
-29.986,-24.986
-30,-25
-29.81527273,-24.81527273
-29.30763636,-24.30763636
-28.54690909,-23.54690909
-27.60290909,-22.60290909
-26.54545455,-21.54545455
-25.44436364,-20.44436364
-24.36945455,-19.36945455
-23.39054545,-18.39054545
-22.57745455,-17.57745455
-22,-17
-21.58709091,-16.58709091
-21.21672727,-16.21672727
-20.88236364,-15.88236364
-20.57745455,-15.57745455
-20.29545455,-15.29545455
-20.02981818,-15.02981818
-19.774,-14.774
-19.52145455,-14.52145455
-19.26563636,-14.26563636
-19,-14
-18.73159091,-13.73159091
-18.47090909,-13.47090909
-18.21659091,-13.21659091
-17.96727273,-12.96727273
-17.72159091,-12.72159091
-17.47818182,-12.47818182
-17.23568182,-12.23568182
-16.99272727,-11.99272727
-16.74795455,-11.74795455
-16.5,-11.5
-16.2475,-11.2475
-15.99111111,-10.99111111
-15.7325,-10.7325
-15.47333333,-10.47333333
-15.21527778,-10.21527778
-14.96,-9.96
-14.70916667,-9.709166667
-14.46444444,-9.464444444
-14.2275,-9.2275
-14,-9
-13.784,-8.784
-13.57866667,-8.578666667
-13.38133333,-8.381333333
-13.18933333,-8.189333333
-13,-8
-12.81066667,-7.810666667
-12.61866667,-7.618666667
-12.42133333,-7.421333333
-12.216,-7.216
-12,-7
-11.7725,-6.7725
-11.53555556,-6.535555556
-11.29083333,-6.290833333
-11.04,-6.04
-10.78472222,-5.784722222
-10.52666667,-5.526666667
-10.2675,-5.2675
-10.00888889,-5.008888889
-9.7525,-4.7525
-9.5,-4.5
-9.2475,-4.2475
-8.991111111,-3.991111111
-8.7325,-3.7325
-8.473333333,-3.473333333
-8.215277778,-3.215277778
-7.96,-2.96
-7.709166667,-2.709166667
-7.464444444,-2.464444444
-7.2275,-2.2275
-7,-2
-6.782,-1.782
-6.571555556,-1.571555556
-6.367333333,-1.367333333
-6.168,-1.168
-5.972222222,-0.972222222
-5.778666667,-0.778666667
-5.586,-0.586
-5.392888889,-0.392888889
-5.198,-0.198
-5,0
-4.797428571,0.202571429
-4.590857143,0.409142857
-4.382,0.618
-4.172571429,0.827428571
-3.964285714,1.035714286
-3.758857143,1.241142857
-3.558,1.442
-3.363428571,1.636571429
-3.176857143,1.823142857
-3,2
-2.832642857,2.167357143
-2.672571429,2.327428571
-2.5185,2.4815
-2.369142857,2.630857143
-2.223214286,2.776785714
-2.079428571,2.920571429
-1.9365,3.0635
-1.793142857,3.206857143
-1.648071429,3.351928571
-1.5,3.5
-1.35,3.65
-1.2,3.8
-1.05,3.95
-0.9,4.1
-0.75,4.25
-0.6,4.4
-0.45,4.55
-0.3,4.7
-0.15,4.85
0,5
0.148071429,5.148071429
0.293142857,5.293142857
0.4365,5.4365
0.579428571,5.579428571
0.723214286,5.723214286
0.869142857,5.869142857
1.0185,6.0185
1.172571429,6.172571429
1.332642857,6.332642857
1.5,6.5
1.687657143,6.687657143
1.901828571,6.901828571
2.1336,7.1336
2.374057143,7.374057143
2.614285714,7.614285714
2.845371429,7.845371429
3.0584,8.0584
3.244457143,8.244457143
3.394628571,8.394628571
3.5,8.5
3.5743,8.5743
3.6384,8.6384
3.6941,8.6941
3.7432,8.7432
3.7875,8.7875
3.8288,8.8288
3.8689,8.8689
3.9096,8.9096
3.9527,8.9527
4,9
4.05,9.05
4.1,9.1
4.15,9.15
4.2,9.2
4.25,9.25
4.3,9.3
4.35,9.35
4.4,9.4
4.45,9.45
4.5,9.5
4.55,9.55
4.6,9.6
4.65,9.65
4.7,9.7
4.75,9.75
4.8,9.8
4.85,9.85
4.9,9.9
4.95,9.95
5,10
