Sat_ID,year,month,day,hour,min,sec,totalsec,bias,freq,frame,x,y,z,vx,vy,vz,ax,ay,az,health,freq_num,age
10,21,03,03,00,15,0.0,900,-6.682798266411e-05,0.0,2040.0,-9156.541503906,16121.22119141,17467.25488281,0.2172031402588,-2.389758110046,2.324461936951,0.0,-1.862645149231e-09,-2.793967723846e-09,0.0,-7.0,0.0
10,21,03,03,00,45,0.0,2700,-6.682891398668e-05,0.0,1860.0,-9096.482910156,11351.85205078,20919.17089844,-0.1717538833618,-2.865434646606,1.48614025116,0.0,-1.862645149231e-09,-2.793967723846e-09,0.0,-7.0,0.0
10,21,03,03,01,15,0.0,4500,-6.683077663183e-05,0.0,4500.0,-9821.708007812,5979.2734375,22748.61376953,-0.6382884979248,-3.053244590759,0.5335321426392,-1.862645149231e-09,-1.862645149231e-09,-1.862645149231e-09,0.0,-7.0,0.0
10,21,03,03,01,45,0.0,6300,-6.683170795441e-05,0.0,6300.0,-11376.87744141,544.2578125,22815.76416016,-1.075868606567,-2.935822486877,-0.4591865539551,-2.793967723846e-09,-9.313225746155e-10,-1.862645149231e-09,0.0,-7.0,0.0
10,21,03,03,02,15,0.0,8100,-6.683170795441e-05,0.0,8100.0,-13615.14990234,-4423.100097656,21117.69482422,-1.38136100769,-2.542153358459,-1.415093421936,-3.725290298462e-09,0.0,-1.862645149231e-09,0.0,-7.0,0.0
10,21,03,03,02,45,0.0,9900,-6.682705134153e-05,0.0,9900.0,-16220.62011719,-8483.217773438,17787.90625,-1.472793579102,-1.942348480225,-2.260500907898,-3.725290298462e-09,0.0,-9.313225746155e-10,0.0,-7.0,0.0
10,21,03,03,03,15,0.0,11700,-6.682705134153e-05,0.0,11700.0,-18759.89648438,-11351.24072266,13085.36865234,-1.303524017334,-1.235782623291,-2.93057346344,-3.725290298462e-09,9.313225746155e-10,0.0,0.0,-7.0,0.0
10,21,03,03,03,45,0.0,13500,-6.682705134153e-05,0.0,13500.0,-20754.13476562,-12935.36865234,7374.071289062,-0.8704862594604,-0.5345783233643,-3.374184608459,-2.793967723846e-09,1.862645149231e-09,0.0,0.0,-7.0,0.0
10,21,03,03,04,15,0.0,15300,-6.682612001896e-05,0.0,15300.0,-21759.53173828,-13343.29199219,1094.777832031,-0.2152261734009,0.0547924041748,-3.557676315308,-1.862645149231e-09,1.862645149231e-09,0.0,0.0,-7.0,0.0
10,21,03,03,09,45,0.0,35100,-6.682984530926e-05,0.0,36060.0,15200.06396484,-20240.91064453,-2822.413574219,0.1322813034058,-0.39182472229,3.546062469482,-1.862645149231e-09,-2.793967723846e-09,-9.313225746155e-10,0.0,-7.0,0.0
