Sat_ID,year,month,day,hour,min,sec,totalsec,bias,freq,frame,x,y,z,vx,vy,vz,ax,ay,az,health,freq_num,age
16,21,03,03,00,15,0.0,900,-1.20010226965e-05,0.0,900.0,-7190.862792969,-18411.50537109,16176.31787109,-0.01805019378662,-2.21642780304,-2.513785362244,-2.793967723846e-09,-9.313225746155e-10,-9.313225746155e-10,0.0,-1.0,0.0
16,21,03,03,00,45,0.0,2700,-1.20010226965e-05,0.0,2700.0,-7475.861816406,-21782.07568359,11087.18017578,-0.2656497955322,-1.499242782593,-3.104080200195,-3.725290298462e-09,0.0,0.0,0.0,-1.0,0.0
16,21,03,03,01,15,0.0,4500,-1.20010226965e-05,0.0,4500.0,-8013.632324219,-23733.57324219,5145.666503906,-0.2920083999634,-0.6573085784912,-3.454930305481,-3.725290298462e-09,0.0,0.0,0.0,-1.0,0.0
16,21,03,03,01,45,0.0,6300,-1.200009137392e-05,0.0,6300.0,-8381.512207031,-24140.3984375,-1190.881835938,-0.07722187042236,0.1979427337646,-3.54031085968,-2.793967723846e-09,9.313225746155e-10,9.313225746155e-10,0.0,-1.0,0.0
16,21,03,03,02,15,0.0,8100,-1.199916005135e-05,0.0,8100.0,-8160.465820312,-23080.12597656,-7436.17578125,0.3548135757446,0.9552145004272,-3.354248046875,-1.862645149231e-09,9.313225746155e-10,9.313225746155e-10,0.0,-1.0,0.0
16,21,03,03,07,45,0.0,27900,-1.200754195452e-05,-9.094947017729e-13,29340.0,24012.11865234,-6069.858886719,5778.616699219,-0.7876253128052,0.1725454330444,3.449791908264,-9.313225746155e-10,-2.793967723846e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,08,15,0.0,29700,-1.201033592224e-05,-9.094947017729e-13,29700.0,21953.30957031,-5335.073730469,11681.87597656,-1.466383934021,0.6694889068604,3.066421508789,-1.862645149231e-09,-9.313225746155e-10,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,08,45,0.0,31500,-1.201312988997e-05,-9.094947017729e-13,31500.0,18875.39697266,-3595.071777344,16674.03955078,-1.909384727478,1.273374557495,2.444199562073,-1.862645149231e-09,0.0,-2.793967723846e-09,0.0,-1.0,0.0
16,21,03,03,09,15,0.0,33300,-1.201499253511e-05,-9.094947017729e-13,33300.0,15247.04443359,-749.5205078125,20366.95751953,-2.074741363525,1.879440307617,1.63241481781,-9.313225746155e-10,1.862645149231e-09,-2.793967723846e-09,0.0,-1.0,0.0
16,21,03,03,09,45,0.0,35100,-1.201685518026e-05,-9.094947017729e-13,35100.0,11571.51171875,3106.204589844,22475.26855469,-1.966296195984,2.378131866455,0.6951732635498,0.0,1.862645149231e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,10,15,0.0,36900,-1.201871782541e-05,0.0,36900.0,8304.576171875,7689.284179688,22838.3671875,-1.632053375244,2.673729896545,-0.2939767837524,0.0,2.793967723846e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,10,45,0.0,38700,-1.201964914799e-05,0.0,38700.0,5782.10546875,12569.52197266,21432.05419922,-1.155198097229,2.700542449951,-1.258047103882,9.313225746155e-10,2.793967723846e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,11,15,0.0,40500,-1.202058047056e-05,0.0,40500.0,4169.286132812,17234.28662109,18369.21582031,-0.6393918991089,2.43397808075,-2.122700691223,1.862645149231e-09,2.793967723846e-09,-9.313225746155e-10,0.0,-1.0,0.0
16,21,03,03,19,45,0.0,71100,-1.201871782541e-05,-9.094947017729e-13,71460.0,-21092.72558594,782.0869140625,14194.8984375,1.855333328247,-0.6190090179443,2.79777431488,9.313225746155e-10,9.313225746155e-10,-2.793967723846e-09,0.0,-1.0,0.0
16,21,03,03,20,15,0.0,72900,-1.202151179314e-05,-9.094947017729e-13,72900.0,-17332.37158203,-819.1977539062,18612.1015625,2.277145385742,-1.169618606567,2.078253746033,1.862645149231e-09,0.0,-2.793967723846e-09,0.0,-1.0,0.0
16,21,03,03,20,45,0.0,74700,-1.202337443829e-05,-9.094947017729e-13,74700.0,-13067.59570312,-3429.904296875,21579.98828125,2.412866592407,-1.722354888916,1.198108673096,9.313225746155e-10,-9.313225746155e-10,-2.793967723846e-09,0.0,-1.0,0.0
16,21,03,03,21,15,0.0,76500,-1.202523708344e-05,0.0,76500.0,-8815.158691406,-6955.791015625,22870.375,2.268244743347,-2.169098854065,0.226655960083,9.313225746155e-10,-2.793967723846e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,21,45,0.0,78300,-1.202616840601e-05,0.0,78300.0,-5040.928710938,-11118.07128906,22386.72412109,1.893120765686,-2.415888786316,-0.7601556777954,0.0,-2.793967723846e-09,-1.862645149231e-09,0.0,-1.0,0.0
16,21,03,03,22,15,0.0,80100,-1.202709972858e-05,0.0,80100.0,-2087.793457031,-15493.90283203,20170.59423828,1.372231483459,-2.398930549622,-1.685852050781,0.0,-3.725290298462e-09,-9.313225746155e-10,0.0,-1.0,0.0
16,21,03,03,22,45,0.0,81900,-1.202803105116e-05,0.0,81900.0,-125.5087890625,-19581.39257812,16397.17382812,0.8103942871094,-2.095458030701,-2.479382514954,-9.313225746155e-10,-3.725290298462e-09,0.0,0.0,-1.0,0.0
16,21,03,03,23,15,0.0,83700,-1.202803105116e-05,0.0,83700.0,869.60546875,-22878.15429688,11360.60595703,0.3146524429321,-1.527740478516,-3.080441474915,-1.862645149231e-09,-2.793967723846e-09,0.0,0.0,-1.0,0.0
16,21,03,03,23,45,0.0,85500,-1.202709972858e-05,0.0,85500.0,1102.341308594,-24960.43066406,5450.5625,-0.02363395690918,-0.7597169876099,-3.443819046021,-1.862645149231e-09,-1.862645149231e-09,9.313225746155e-10,0.0,-1.0,0.0
