Sat_ID,year,month,day,hour,min,sec,totalsec,bias,freq,frame,x,y,z,vx,vy,vz,ax,ay,az,health,freq_num,age
05,21,03,03,03,15,0.0,11700,6.744917482138e-05,9.094947017729e-13,12060.0,7231.638183594,-24381.63476562,-2120.895507812,-0.08057308197021,-0.3357553482056,3.563055038452,1.862645149231e-09,9.313225746155e-10,0.0,0.0,1.0,0.0
05,21,03,03,03,45,0.0,13500,6.745103746653e-05,9.094947017729e-13,13500.0,6859.218261719,-24206.03564453,4291.737792969,-0.2927198410034,0.5391321182251,3.515892982483,2.793967723846e-09,9.313225746155e-10,-9.313225746155e-10,0.0,1.0,0.0
05,21,03,03,04,15,0.0,15300,6.745290011168e-05,9.094947017729e-13,15300.0,6327.291503906,-22446.51318359,10373.06445312,-0.2573347091675,1.404426574707,3.197346687317,2.793967723846e-09,0.0,-9.313225746155e-10,0.0,1.0,0.0
05,21,03,03,04,45,0.0,17100,6.745476275682e-05,9.094947017729e-13,17100.0,6070.248535156,-19225.19433594,15653.78613281,0.005692481994629,2.145185470581,2.632105827332,1.862645149231e-09,0.0,-1.862645149231e-09,0.0,1.0,0.0
05,21,03,03,05,15,0.0,18900,6.745662540197e-05,9.094947017729e-13,18900.0,6448.0546875,-14857.23095703,19726.48242188,0.4347801208496,2.664782524109,1.863784790039,9.313225746155e-10,-9.313225746155e-10,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,05,45,0.0,20700,6.745755672455e-05,9.094947017729e-13,20700.0,7679.7890625,-9803.315917969,22276.84667969,0.9372358322144,2.900298118591,0.9515619277954,0.0,-9.313225746155e-10,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,06,15,0.0,22500,6.74594193697e-05,9.094947017729e-13,22500.0,9801.250976562,-4599.154296875,23107.78125,1.405042648315,2.832395553589,-0.03434085845947,0.0,-9.313225746155e-10,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,06,45,0.0,24300,6.746128201485e-05,9.094947017729e-13,24300.0,12653.74560547,226.6171875,22154.57519531,1.733235359192,2.488091468811,-1.017986297607,-9.313225746155e-10,0.0,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,07,15,0.0,26100,6.746221333742e-05,9.094947017729e-13,26100.0,15906.02783203,4232.6875,19490.03320312,1.837853431702,1.935997009277,-1.923492431641,-1.862645149231e-09,0.0,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,07,45,0.0,27900,6.746128201485e-05,9.094947017729e-13,27900.0,19105.93945312,7130.448730469,15319.13134766,1.670516014099,1.274768829346,-2.680830955505,-1.862645149231e-09,0.0,-1.862645149231e-09,0.0,1.0,0.0
05,21,03,03,16,15,0.0,58500,6.748177111149e-05,9.094947017729e-13,59520.0,-9221.465332031,15839.99707031,17763.48339844,0.2546367645264,-2.419110298157,2.288621902466,-9.313225746155e-10,0.0,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,16,45,0.0,60300,6.748270243406e-05,9.094947017729e-13,60300.0,-9101.342773438,11021.90039062,21144.47607422,-0.1424989700317,-2.889890670776,1.443678855896,-9.313225746155e-10,0.0,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,17,15,0.0,62100,6.748456507921e-05,9.094947017729e-13,62100.0,-9781.1875,5611.149902344,22893.61865234,-0.6169996261597,-3.070897102356,0.4871759414673,0.0,9.313225746155e-10,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,17,45,0.0,63900,6.748642772436e-05,9.094947017729e-13,63900.0,-11304.35058594,151.8208007812,22875.49707031,-1.061297416687,-2.94490146637,-0.5072479248047,0.0,9.313225746155e-10,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,18,15,0.0,65700,6.749294698238e-05,9.094947017729e-13,65700.0,-13520.77685547,-4822.962890625,21090.81640625,-1.37118434906,-2.541094779968,-1.462951660156,9.313225746155e-10,0.0,-2.793967723846e-09,0.0,1.0,0.0
05,21,03,03,18,45,0.0,67500,6.749387830496e-05,9.094947017729e-13,67500.0,-16109.47314453,-8871.223632812,17676.55810547,-1.463720321655,-1.930136680603,-2.306130409241,1.862645149231e-09,0.0,-1.862645149231e-09,0.0,1.0,0.0
05,21,03,03,19,15,0.0,69300,6.749574095011e-05,9.094947017729e-13,69300.0,-18630.52978516,-11707.14453125,12895.71972656,-1.291699409485,-1.212445259094,-2.971480369568,1.862645149231e-09,0.0,-1.862645149231e-09,0.0,1.0,0.0
05,21,03,03,19,45,0.0,71100,6.749667227268e-05,9.094947017729e-13,71100.0,-20598.20898438,-13240.265625,7117.314453125,-0.852258682251,-0.5016326904297,-3.407285690308,1.862645149231e-09,-9.313225746155e-10,-9.313225746155e-10,0.0,1.0,0.0
05,21,03,03,20,15,0.0,72900,6.749760359526e-05,9.094947017729e-13,72900.0,-21563.04589844,-13582.47119141,788.0483398438,-0.1881275177002,0.09422492980957,-3.579517364502,1.862645149231e-09,-9.313225746155e-10,0.0,0.0,1.0,0.0
