Sat_ID,year,month,day,hour,min,sec,totalsec,bias,freq,frame,x,y,z,vx,vy,vz,ax,ay,az,health,freq_num,age
17,21,03,03,00,15,0.0,900,0.0004046596586704,2.728484105319e-12,900.0,12383.38037109,-3725.117675781,21993.18505859,2.540987968445,1.619372367859,-1.159913063049,0.0,9.313225746155e-10,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,00,45,0.0,2700,0.0004046652466059,2.728484105319e-12,2700.0,16874.82958984,-1319.502441406,19082.52783203,2.399045944214,1.046262741089,-2.053268432617,1.862645149231e-09,9.313225746155e-10,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,01,15,0.0,4500,0.0004046717658639,2.728484105319e-12,4500.0,20841.65673828,49.42333984375,14696.54394531,1.96155166626,0.486273765564,-2.78848361969,2.793967723846e-09,1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,09,45,0.0,35100,0.0004047658294439,2.728484105319e-12,36360.0,-2849.611328125,17425.56542969,18435.65185547,-0.6916484832764,-2.430448532104,2.188854217529,9.313225746155e-10,3.725290298462e-09,-9.313225746155e-10,0.0,4.0,0.0
17,21,03,03,10,15,0.0,36900,0.000404772348702,2.728484105319e-12,36900.0,-4593.639648438,12777.06933594,21613.70800781,-1.247513771057,-2.684118270874,1.319409370422,9.313225746155e-10,1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,10,45,0.0,38700,0.0004047779366374,2.728484105319e-12,38700.0,-7311.502929688,7945.186523438,23124.11328125,-1.754935264587,-2.635306358337,0.3478765487671,9.313225746155e-10,9.313225746155e-10,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,11,15,0.0,40500,0.0004047844558954,2.728484105319e-12,40500.0,-10817.82128906,3454.453613281,22849.61914062,-2.107151031494,-2.313764572144,-0.6509885787964,0.0,0.0,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,11,45,0.0,42300,0.0004047909751534,2.728484105319e-12,42300.0,-14752.89111328,-262.9467773438,20810.42480469,-2.220035552979,-1.790858268738,-1.600192070007,0.0,-9.313225746155e-10,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,12,15,0.0,44100,0.0004047974944115,2.728484105319e-12,44100.0,-18637.23876953,-2932.071777344,17162.93164062,-2.046620368958,-1.167436599731,-2.426367759705,-9.313225746155e-10,-1.862645149231e-09,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,12,45,0.0,45900,0.0004048030823469,2.728484105319e-12,45900.0,-21947.20117188,-4473.572265625,12188.06103516,-1.5855884552,-0.5568857192993,-3.065426826477,-2.793967723846e-09,-1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,13,15,0.0,47700,0.0004048086702824,2.728484105319e-12,47700.0,-24199.17480469,-5009.2265625,6269.904296875,-0.8822765350342,-0.06611824035645,-3.467587471008,-3.725290298462e-09,-1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,19,15,0.0,69300,0.0004048757255077,2.728484105319e-12,69660.0,7238.458007812,-24429.31591797,-1522.770019531,-0.1502485275269,-0.2702035903931,3.588892936707,1.862645149231e-09,-3.725290298462e-09,9.313225746155e-10,0.0,4.0,0.0
17,21,03,03,19,45,0.0,71100,0.0004048813134432,2.728484105319e-12,71100.0,6758.577148438,-24121.15771484,4912.695800781,-0.3412075042725,0.6191959381104,3.515286445618,1.862645149231e-09,-3.725290298462e-09,0.0,0.0,4.0,0.0
17,21,03,03,20,15,0.0,72900,0.0004048878327012,2.728484105319e-12,72900.0,6162.736328125,-22212.64990234,10969.12988281,-0.2793588638306,1.487920761108,3.170495986938,9.313225746155e-10,-3.725290298462e-09,0.0,0.0,4.0,0.0
17,21,03,03,20,45,0.0,74700,0.0004048943519592,2.728484105319e-12,74700.0,5890.695800781,-18846.97753906,16179.38818359,0.01075553894043,2.22011089325,2.581182479858,0.0,-3.725290298462e-09,-9.313225746155e-10,0.0,4.0,0.0
17,21,03,03,21,15,0.0,76500,0.0004049008712173,2.728484105319e-12,76500.0,6299.285644531,-14360.26660156,20141.59863281,0.4628849029541,2.720148086548,1.792737007141,0.0,-2.793967723846e-09,-9.313225746155e-10,0.0,4.0,0.0
17,21,03,03,21,45,0.0,78300,0.0004049073904753,2.728484105319e-12,78300.0,7596.602050781,-9230.749023438,22549.93212891,0.9804067611694,2.927871704102,0.8658027648926,0.0,-1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,22,15,0.0,80100,0.0004049129784107,2.728484105319e-12,80100.0,9801.543945312,-4005.436035156,23218.06396484,1.452748298645,2.828015327454,-0.1283273696899,0.0,-9.313225746155e-10,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,22,45,0.0,81900,0.0004049194976687,2.728484105319e-12,81900.0,12735.47314453,783.7705078125,22093.57714844,1.774165153503,2.452343940735,-1.113102912903,0.0,0.0,-1.862645149231e-09,0.0,4.0,0.0
17,21,03,03,23,15,0.0,83700,0.0004049306735396,2.728484105319e-12,83700.0,16047.52685547,4700.881347656,19262.23339844,1.861834526062,1.874134063721,-2.012525558472,0.0,9.313225746155e-10,-2.793967723846e-09,0.0,4.0,0.0
17,21,03,03,23,45,0.0,85500,0.0004049362614751,2.728484105319e-12,85500.0,19269.60205078,7470.38671875,14941.71484375,1.670266151428,1.195896148682,-2.75696182251,9.313225746155e-10,1.862645149231e-09,-1.862645149231e-09,0.0,4.0,0.0
